model,year,price,transmission,mileage,fuelType,mpg,engineSize,brand,carId
Clio,2022,16022,Manual,14674,Petrol,54.3,1.0,renault,30558200
Arkana,2021,21425,Semi-Auto,15345,Petrol,47.9,1.3,renault,30485811
Clio,2022,16999,Manual,15499,Petrol,53.3,1.0,renault,30503111
Sandero,2022,10999,Manual,17893,Petrol,53.3,1.0,dacia,30557844
Clio,2020,16998,Semi-Auto,17916,Petrol,45.6,1.3,renault,30517209
Captur,2019,13999,Manual,18802,Petrol,42.8,1.3,renault,30491916
Megane,2020,17543,Semi-Auto,23068,Petrol,42.2,1.3,renault,30458440
Tiguan,2017,16299,Manual,46651,Diesel,58.9,2.0,volkswagen,30250893
Zoe,2022,17500,Automatic,4646,Electric,0.0,0.0,renault,30243153
Picanto,2021,13795,Manual,5377,Petrol,53.3,1.0,kia,30520528
Captur,2022,25000,Semi-Auto,6266,Hybrid,58.9,1.6,renault,30393779
Tucson,2019,15622,Manual,35406,Petrol,34.9,1.6,hyundai,30558199
Captur,2020,14495,Manual,36073,Petrol,44.1,1.3,renault,30520955
Kadjar,2020,15399,Manual,38125,Petrol,42.16,1.3,renault,30558194
Kadjar,2020,14999,Manual,39444,Petrol,42.16,1.3,renault,30558195
2 Series,2019,15995,Semi-Auto,39498,Diesel,57.7,1.5,bmw,30558189
Clio,2020,12999,Manual,40907,Petrol,54.3,1.0,renault,30558197
Qashqai,2020,16499,Manual,41339,Petrol,39.8,1.3,nissan,30563797
Q3,2020,26954,Semi-Auto,42669,Diesel,47.1,2.0,audi,30558198
Qashqai,2021,19225,Semi-Auto,42786,Petrol,44.1,1.3,nissan,30481388
Juke,2020,17299,Semi-Auto,43200,Petrol,44.8,1.0,nissan,30558187
Captur,2019,11259,Manual,44441,Diesel,67.3,1.5,renault,30563795
Duster,2018,11495,Manual,46064,Petrol,43.5,1.6,dacia,30532083
Qashqai,2016,12099,Manual,47431,Diesel,74.3,1.5,nissan,30470335
X Trail,2017,15436,Manual,47846,Diesel,55.4,1.6,nissan,30563798
A Class,2018,14991,Manual,48350,Diesel,68.9,1.5,mercedes-benz,30458439
Corsa,2020,12378,Manual,48694,Petrol,52.3,1.2,vauxhall,30504203
Passat,2020,19998,Manual,50416,Petrol,45.6,1.5,volkswagen,30374199
Duster,2020,15399,Manual,12816,Petrol,43.5,1.3,dacia,30563718
Captur,2020,18951,Semi-Auto,13187,Petrol,44.8,1.3,renault,30520956
Fabia,2017,11749,Semi-Auto,42196,Petrol,61.4,1.0,skoda,30354461
Captur,2017,11599,Manual,37706,Petrol,50.4,1.2,renault,30401161
Sandero,2020,9995,Manual,16392,Petrol,57.6,0.9,dacia,30563719
Sandero,2023,15999,Automatic,365,Petrol,49.6,1.0,dacia,30502916
Clio,2023,17499,Manual,1903,Petrol,54.3,1.0,renault,30318030
i20,2020,14499,Manual,9601,Petrol,46.3,1.2,hyundai,30563799
Fabia,2016,10998,Manual,10596,Petrol,60.1,1.2,skoda,30318033
Crossland X,2020,13495,Manual,16097,Petrol,47.1,1.2,vauxhall,30256518
Kadjar,2019,16853,Manual,22167,Petrol,42.16,1.3,renault,30573291
Crossland X,2019,13555,Semi-Auto,25411,Petrol,42.2,1.2,vauxhall,30308982
Qashqai,2017,15177,Manual,28235,Petrol,48.7,1.6,nissan,30355622
Clio,2020,15799,Semi-Auto,33004,Petrol,45.6,1.3,renault,30573289
S-MAX,2017,19749,Semi-Auto,36370,Diesel,51.4,2.0,ford,30551674
Tucson,2017,14049,Manual,39456,Diesel,61.7,1.7,hyundai,30498622
CX-5,2018,17795,Automatic,39668,Diesel,50.4,2.2,mazda,30090983
Megane,2017,11698,Manual,42554,Diesel,68.9,1.6,renault,30313463
i10,2018,8999,Manual,49850,Petrol,57.7,1.2,hyundai,30387483
Clio,2023,22900,Automatic,1062,Hybrid,64.2,1.6,renault,30578289
Captur,2020,18775,Semi-Auto,11232,Petrol,44.8,1.3,renault,30578286
Mokka X,2018,13600,Semi-Auto,11660,Petrol,37.2,1.4,vauxhall,29987071
Corsa,2020,12460,Manual,12779,Petrol,53.3,1.2,vauxhall,30504200
Q5,2019,29849,Semi-Auto,37996,Petrol,32.1,2.0,audi,30572165
C5 Aircross,2019,16299,Semi-Auto,31626,Diesel,56.5,1.5,citroen,30201010
Picanto,2017,9300,Manual,14312,Petrol,61.4,1.2,kia,30064838
Clio,2020,13499,Manual,15298,Petrol,49.6,1.0,renault,30532417
Golf,2020,16543,Manual,16402,Petrol,50.4,1.5,volkswagen,30059026
308,2019,13392,Manual,19624,Petrol,49.6,1.2,peugeot,30563796
Corsa,2019,9506,Manual,20462,Petrol,44.8,1.4,vauxhall,30133177
Clio,2020,11399,Manual,26469,Petrol,52.3,1.0,renault,30573290
Corsa,2021,12300,Manual,31694,Petrol,55.4,1.2,vauxhall,30222287
C Class,2019,25290,Semi-Auto,36817,Diesel,56.5,2.0,mercedes-benz,30481387
Crossland X,2020,11799,Manual,40478,Petrol,47.1,1.2,vauxhall,30558190
A Class,2019,16795,Manual,40955,Petrol,28.5,1.3,mercedes-benz,30558191
Yaris,2018,15049,Automatic,21556,Hybrid,67.3,1.5,toyota,30577446
Sportage,2017,13549,Manual,44905,Diesel,61.4,1.7,kia,30531543
Sandero Stepway,2015,6376,Manual,50880,Petrol,52.3,0.9,dacia,30557843
Juke,2017,9265,Manual,53000,Petrol,49.6,1.2,nissan,30563793
C1,2020,11546,Manual,3800,Petrol,58.9,1.0,citroen,30488414
3008,2020,19995,Manual,13982,Petrol,47.1,1.2,peugeot,29912136
Tiguan,2020,27941,Semi-Auto,21982,Petrol,36.7,2.0,volkswagen,30488423
500X,2020,13499,Manual,29206,Petrol,41.5,1.0,fiat,30572177
Q3,2017,18049,Manual,30162,Petrol,49.6,1.4,audi,30267317
3008,2019,18402,Manual,39718,Diesel,67.3,1.5,peugeot,30496304
3008,2019,17318,Semi-Auto,51364,Diesel,68.9,1.5,peugeot,30351472
3008,2017,13782,Manual,64235,Diesel,70.6,1.6,peugeot,30287384
3008,2023,35402,Semi-Auto,1000,Hybrid,166.2,1.6,peugeot,30560145
C3,2022,16655,Manual,1686,Petrol,53.3,1.2,citroen,30488421
Focus,2021,18999,Manual,7400,Petrol,52.3,1.0,ford,30488416
208,2020,17599,Semi-Auto,7794,Petrol,50.4,1.2,peugeot,30351474
C3,2021,16999,Manual,9466,Petrol,51.4,1.2,citroen,30488409
208,2021,16471,Manual,10489,Petrol,56.5,1.2,peugeot,29795524
308,2019,12999,Manual,11200,Petrol,49.6,1.2,peugeot,30450434
Leon,2021,15589,Manual,26901,Petrol,51.4,1.0,seat,30577439
308,2021,15879,Manual,13210,Petrol,52.3,1.2,peugeot,30463141
C3,2019,13795,Manual,14114,Petrol,51.4,1.2,citroen,30488415
108,2021,9899,Manual,14165,Petrol,58.9,1.0,peugeot,30265191
3008,2019,17999,Manual,14471,Petrol,44.1,1.2,peugeot,29895691
C3,2019,12691,Manual,16124,Petrol,42.7,1.2,citroen,30554545
3008,2019,17447,Manual,17749,Petrol,40.4,1.2,peugeot,30292554
208,2020,14595,Manual,18110,Petrol,53.3,1.2,peugeot,30364479
108,2019,9107,Manual,18986,Petrol,68.9,1.0,peugeot,30525707
Ibiza,2019,13790,Manual,19400,Petrol,55.4,1.0,seat,30488406
Puma,2021,18795,Manual,20042,Petrol,50.4,1.0,ford,30488422
208,2021,12995,Manual,41957,Petrol,56.5,1.2,peugeot,30275190
208,2022,19568,Manual,1958,Petrol,56.5,1.2,peugeot,29917433
208,2020,14460,Manual,5692,Petrol,53.3,1.2,peugeot,30482941
C3,2022,14380,Manual,5710,Petrol,54.3,1.2,citroen,30488417
Vitara,2019,12299,Manual,39901,Petrol,44.1,1.0,suzuki,30281277
Discovery Sport,2018,24999,Automatic,31145,Diesel,53.3,2.0,land rover,30294968
C3,2021,12990,Manual,6066,Petrol,51.4,1.2,citroen,30488418
C3,2019,12523,Manual,6251,Petrol,51.4,1.2,citroen,30554546
Focus,2020,16623,Manual,8750,Petrol,53.3,1.0,ford,30488419
C3,2021,13521,Manual,8803,Petrol,54.3,1.2,citroen,30554543
C3,2020,12375,Manual,9355,Petrol,51.4,1.2,citroen,30488412
C4 Cactus,2019,13237,Manual,9415,Petrol,55.4,1.2,citroen,30554540
C3,2021,11951,Manual,12000,Petrol,54.3,1.2,citroen,30488420
C3,2021,13105,Manual,12156,Petrol,51.4,1.2,citroen,30525708
C3,2020,11790,Manual,13312,Petrol,51.4,1.2,citroen,30525710
208,2020,16776,Semi-Auto,13975,Petrol,50.4,1.2,peugeot,30554539
Fiesta,2018,11049,Manual,32132,Petrol,65.7,1.0,ford,30502695
208,2018,11792,Manual,14500,Petrol,61.4,1.2,peugeot,30351477
C3,2021,15170,Manual,14791,Petrol,51.4,1.2,citroen,30525711
108,2020,9497,Manual,14907,Petrol,52.3,1.0,peugeot,30351475
3008,2019,20505,Semi-Auto,15901,Petrol,39.8,1.6,peugeot,30525716
C3,2021,15135,Manual,16983,Petrol,51.4,1.2,citroen,30525715
Crossland X,2018,11080,Manual,17250,Petrol,44.8,1.2,vauxhall,30554534
T-Roc,2020,18558,Manual,17715,Petrol,44.1,1.0,volkswagen,30224412
208,2021,17914,Manual,19943,Petrol,56.5,1.2,peugeot,30560136
Mokka X,2019,13791,Manual,20250,Petrol,39.2,1.4,vauxhall,30450433
208,2021,16705,Manual,21065,Petrol,56.5,1.2,peugeot,30351476
A3,2018,20049,Semi-Auto,26351,Petrol,56.5,1.5,audi,30307975
208,2019,11055,Manual,21192,Petrol,51.4,1.2,peugeot,30525714
C3,2021,12717,Manual,21595,Petrol,54.3,1.2,citroen,30574976
2008,2021,22350,Semi-Auto,22725,Petrol,46.3,1.2,peugeot,30427437
Swift,2019,11861,Manual,23150,Hybrid,52.3,1.0,suzuki,30560150
C-MAX,2016,12594,Manual,23183,Diesel,68.9,1.5,ford,30560151
2008,2018,13476,Manual,23800,Petrol,55.4,1.2,peugeot,30496305
C3,2021,11842,Manual,24112,Petrol,54.3,1.2,citroen,30488410
2008,2021,17742,Manual,24460,Petrol,52.3,1.2,peugeot,30450435
C3,2021,14021,Manual,26000,Petrol,51.4,1.2,citroen,30488413
C3,2020,11745,Manual,26644,Petrol,51.4,1.2,citroen,30525709
2 Series,2016,13449,Manual,54128,Petrol,50.4,1.5,bmw,30572064
Corsa,2018,10249,Manual,18994,Petrol,54.3,1.4,vauxhall,30476768
C3,2020,13677,Manual,29530,Petrol,51.4,1.2,citroen,30540503
C3,2018,10306,Manual,31595,Petrol,60.1,1.2,citroen,30554548
3008,2019,17136,Manual,34860,Petrol,44.1,1.2,peugeot,30479118
C3,2021,11919,Manual,35114,Petrol,54.3,1.2,citroen,30554544
C1,2016,6665,Manual,40550,Petrol,68.9,1.0,citroen,30565661
2008,2016,8574,Manual,45315,Petrol,57.7,1.2,peugeot,30469507
308,2016,7877,Manual,67797,Diesel,88.3,1.6,peugeot,30554536
EcoSport,2022,13495,Manual,9800,Petrol,47.9,1.0,ford,30455995
i10,2022,10395,Automatic,11000,Petrol,52.3,1.2,hyundai,30526309
A6,2021,36995,Automatic,16700,Diesel,47.1,2.0,audi,29426943
Focus,2020,15949,Manual,28311,Petrol,58.9,1.0,ford,30502696
Niro,2019,18495,Automatic,20300,Diesel,58.9,1.6,kia,28940588
Range Rover Sport,2019,74995,Automatic,29000,Petrol,18.8,5.0,land rover,29699403
Hatch,2018,16595,Manual,32000,Petrol,40.4,2.0,mini,29433685
Range Rover Velar,2018,35995,Automatic,32000,Diesel,42.2,2.0,land rover,29891305
Fiesta,2015,5995,Manual,38000,Petrol,54.3,1.2,ford,30524223
Range Rover Sport,2017,32995,Automatic,45000,Diesel,45.6,2.0,land rover,30078044
Note,2014,6995,Manual,46000,Petrol,65.7,1.2,nissan,30089817
C-MAX,2015,8995,Manual,47000,Diesel,68.9,1.5,ford,29300361
Beetle,2014,8995,Manual,48000,Diesel,57.6,2.0,volkswagen,27325208
Golf,2016,8995,Automatic,51000,Petrol,54.3,1.4,volkswagen,30497181
1 Series,2018,12549,Manual,59249,Diesel,53.3,1.5,bmw,30557592
S-MAX,2018,20349,Manual,41818,Diesel,56.5,2.0,ford,30551773
C Class,2017,13995,Automatic,65000,Petrol,134.5,2.0,mercedes-benz,30497184
Astra,2010,3595,Manual,67000,Diesel,62.8,1.7,vauxhall,29869325
Scirocco,2015,9495,Manual,70000,Diesel,55.4,2.0,volkswagen,30154874
Zafira,2015,5995,Manual,72000,Diesel,55.4,2.0,vauxhall,30148088
Hatch,2015,7495,Manual,73000,Diesel,78.5,1.5,mini,28685332
SLK,2014,10995,Automatic,75000,Diesel,56.5,2.1,mercedes-benz,30117845
XF,2013,9695,Automatic,76000,Diesel,52.0,2.2,jaguar,28992924
Tucson,2016,9496,Automatic,77000,Diesel,47.1,2.0,hyundai,30497182
S90,2018,16996,Automatic,87000,Diesel,64.2,2.0,volvo,30037345
Fabia,2016,9349,Manual,56316,Petrol,58.9,1.0,skoda,30401238
Continental,2007,16995,Automatic,91000,Petrol,16.0,6.0,bentley,30497183
7 Series,2012,9995,Automatic,96000,Diesel,40.9,3.0,bmw,30455994
SLK,2003,2395,Automatic,97000,Petrol,30.0,2.3,mercedes-benz,29673009
3008,2013,4595,Automatic,101000,Diesel,67.3,1.6,peugeot,28828315
C Class,2016,13995,Automatic,102000,Petrol,134.5,2.0,mercedes-benz,29130310
S60,2011,4995,Automatic,121000,Diesel,44.8,2.4,volvo,29869319
Macan,2014,17995,Automatic,137000,Diesel,46.3,3.0,porsche,30249140
Tiguan,2009,2995,Manual,170000,Diesel,40.4,2.0,volkswagen,29869326
V70,2015,5995,Automatic,186000,Diesel,65.7,2.0,volvo,29046264
Crossland X,2020,11599,Manual,42154,Petrol,47.1,1.2,vauxhall,30219243
A Class,2018,16599,Semi-Auto,68813,Diesel,67.3,1.5,mercedes-benz,30421774
Sandero,2014,6195,Manual,20890,Petrol,56.5,0.9,dacia,30398147
Aygo,2016,6995,Manual,37045,Petrol,69.0,1.0,toyota,30398146
Mokka,2014,8495,Manual,37101,Petrol,43.5,1.6,vauxhall,30566799
Fiesta,2016,8495,Manual,39018,Petrol,54.3,1.2,ford,30502224
Picanto,2015,5395,Manual,51574,Petrol,67.3,1.0,kia,30131903
A3,2014,9495,Manual,61395,Diesel,74.3,1.6,audi,30175864
Adam,2014,5729,Manual,64337,Petrol,51.4,1.4,vauxhall,30496945
Clio,2014,5895,Manual,67586,Diesel,83.1,1.5,renault,30519020
Polo,2008,4280,Automatic,78473,Petrol,40.9,1.4,volkswagen,30430973
Tiguan,2016,17399,Manual,42856,Diesel,50.4,2.0,volkswagen,30531465
Polo,2016,9199,Manual,31065,Petrol,60.1,1.0,volkswagen,30476991
SL Class,1996,8995,Automatic,104403,Petrol,28.2,3.2,mercedes-benz,27960308
Sportage,2022,25495,Manual,1902,Petrol,42.2,1.6,kia,30044389
Kamiq,2023,21995,Automatic,2468,Petrol,48.7,1.0,skoda,30359001
Arona,2020,18495,Automatic,3008,Petrol,47.1,1.0,seat,30288726
Fiesta,2022,19995,Automatic,3483,Petrol,52.3,1.0,ford,29918999
Captur,2022,16995,Manual,8419,Petrol,47.9,1.0,renault,30550334
Golf,2019,17995,Automatic,9508,Diesel,50.4,1.6,volkswagen,30455420
Kodiaq,2019,17999,Automatic,54391,Petrol,34.0,1.5,skoda,30181498
Qashqai,2019,14199,Manual,52391,Diesel,52.3,1.5,nissan,30299689
Combo Life,2019,14295,Manual,9726,Petrol,42.2,1.2,vauxhall,30464462
Sportage,2021,19795,Manual,10545,Petrol,38.7,1.6,kia,30442665
Hatch,2018,14995,Automatic,11186,Petrol,60.1,1.5,mini,29742575
Alhambra,2019,24695,Automatic,11902,Diesel,43.5,2.0,seat,30455416
Fiesta,2020,13995,Manual,12370,Petrol,55.4,1.0,ford,29857770
5008,2020,23495,Manual,13009,Petrol,47.1,1.2,peugeot,30489219
Puma,2022,18995,Manual,15110,Petrol,51.4,1.0,ford,30513797
500X,2020,14995,Manual,15740,Petrol,41.5,1.0,fiat,30489214
Corsa,2021,14295,Manual,17732,Petrol,53.3,1.2,vauxhall,30550330
Alhambra,2019,22695,Manual,20258,Diesel,46.3,2.0,seat,30455412
Kuga,2019,17495,Manual,20513,Petrol,34.4,1.5,ford,30316425
Juke,2020,16195,Manual,22232,Petrol,47.9,1.0,nissan,30442668
Touran,2019,19995,Manual,24149,Petrol,40.9,1.0,volkswagen,30153667
Tiguan,2018,18695,Manual,26047,Diesel,47.9,2.0,volkswagen,30550336
Sportage,2019,17495,Manual,26140,Petrol,32.1,1.6,kia,30371058
Corsa,2020,15695,Automatic,26550,Petrol,48.7,1.2,vauxhall,30359000
Stonic,2018,14049,Manual,34463,Petrol,56.5,1.0,kia,30531307
Mokka X,2018,12795,Automatic,35874,Petrol,43.5,1.4,vauxhall,30464461
SLK,2006,12495,Automatic,37795,Petrol,29.7,3.0,mercedes-benz,29515492
i10,2019,9795,Manual,41491,Petrol,57.6,1.2,hyundai,30455417
Tiguan,2019,17495,Manual,50051,Diesel,47.9,2.0,volkswagen,30455415
EcoSport,2019,12995,Manual,50727,Petrol,54.3,1.0,ford,30288732
SL Class,2000,11995,Automatic,96718,Petrol,24.6,3.2,mercedes-benz,29131263
A4,2016,11995,Manual,47774,Petrol,53.3,1.4,audi,30550332
Q2,2019,18495,Automatic,50720,Diesel,46.3,1.6,audi,30550338
Hatch,2014,9695,Manual,7039,Petrol,62.8,1.5,mini,30576197
Grandland X,2020,14995,Manual,35468,Diesel,55.4,1.5,vauxhall,30550328
Tucson,2016,11995,Manual,43815,Diesel,61.7,1.7,hyundai,30316997
Fiesta,2018,11495,Manual,45069,Petrol,56.5,1.0,ford,30507386
EcoSport,2015,7995,Manual,47923,Diesel,64.2,1.5,ford,30455972
Zafira,2014,7695,Manual,53413,Diesel,53.3,2.0,vauxhall,30436841
Aygo,2018,6595,Manual,54233,Petrol,69.0,1.0,toyota,30455974
Fiesta,2016,7995,Manual,59520,Diesel,78.5,1.5,ford,30443606
Clio,2016,6995,Manual,60394,Petrol,50.4,1.1,renault,30284623
CRV,2006,5995,Automatic,66347,Petrol,34.5,2.0,honda,30128658
Mazda2,2009,3495,Manual,67791,Petrol,49.6,1.5,mazda,30466123
C-MAX,2011,4795,Manual,69472,Diesel,61.4,1.6,ford,30514229
IS,2013,11995,Automatic,95765,Petrol,60.1,2.5,lexus,30317000
Sportage,2017,9995,Manual,99350,Diesel,61.4,1.7,kia,29444019
X Trail,2015,9995,Manual,110228,Diesel,52.3,1.6,nissan,29834496
IX35,2011,4295,Manual,113962,Diesel,48.7,1.7,hyundai,28582576
Vectra,2007,3295,Manual,57827,Petrol,31.7,2.0,vauxhall,30278867
MG3,2023,15995,Manual,11,Petrol,42.8,1.5,mg,30196011
HS,2023,21995,Manual,11,Petrol,38.2,1.5,mg,30219854
CX-5,2023,28495,Manual,25,Petrol,43.5,2.0,mazda,30384137
Yaris,2023,22995,Automatic,123,Hybrid,68.9,1.5,toyota,30169577
Juke,2022,20695,Manual,755,Petrol,47.9,1.0,nissan,29954317
Focus,2017,13349,Semi-Auto,40635,Diesel,74.3,1.5,ford,30514539
HS,2022,21995,Manual,1001,Petrol,38.2,1.5,mg,30422234
CX-5,2023,34495,Automatic,1150,Petrol,40.9,2.0,mazda,30385325
Yaris,2023,25695,Automatic,1151,Hybrid,68.9,1.5,toyota,30101848
Aygo,2022,14995,Manual,1295,Petrol,58.9,1.0,toyota,30304882
Mazda2,2023,20495,Manual,1545,Petrol,60.1,1.5,mazda,30460436
Mazda3,2023,25995,Manual,1545,Petrol,50.4,2.0,mazda,30460435
C-HR,2023,30395,Automatic,1555,Hybrid,56.5,1.8,toyota,30128127
Corsa,2021,18495,Automatic,1660,Petrol,47.9,1.2,vauxhall,30438845
MG3,2022,13995,Manual,1783,Petrol,42.8,1.5,mg,29875166
Focus,2020,16049,Manual,29255,Petrol,60.1,1.0,ford,30531297
C3,2023,18995,Manual,2408,Petrol,54.3,1.2,citroen,30379531
MX-5,2023,24495,Manual,2450,Petrol,44.8,1.5,mazda,30204148
CX-5,2023,32995,Automatic,2500,Petrol,40.9,2.0,mazda,30204149
C3,2023,13295,Manual,2540,Petrol,53.3,1.2,citroen,30444117
CX-60,2023,47995,Automatic,2650,Hybrid,188.3,2.5,mazda,30385327
CX-5,2023,34495,Automatic,3250,Petrol,40.9,2.0,mazda,30438736
Polo,2022,18995,Manual,3258,Petrol,52.3,1.2,volkswagen,30520025
Mazda3,2023,23995,Manual,3550,Petrol,53.3,2.0,mazda,29961626
HS,2022,22495,Manual,3613,Petrol,38.2,1.5,mg,30130700
2008,2019,15495,Manual,3674,Diesel,67.3,1.5,peugeot,30071952
Hatch,2019,18199,Semi-Auto,30965,Petrol,44.8,2.0,mini,30557506
CX-5,2023,33995,Automatic,4000,Petrol,40.9,2.0,mazda,30248488
Corsa,2022,16495,Manual,4121,Petrol,53.3,1.2,vauxhall,29966481
Range Rover Evoque,2020,36995,Automatic,4202,Diesel,41.5,2.0,land rover,30295770
HS,2022,21995,Manual,4440,Petrol,38.2,1.5,mg,30349429
C3,2023,19995,Semi-Auto,4708,Petrol,50.4,1.2,citroen,30429457
MX-5,2019,15995,Manual,4745,Petrol,44.8,1.5,mazda,30336850
Mokka,2022,22495,Manual,5231,Petrol,50.4,1.2,vauxhall,30289593
108,2020,11695,Manual,5689,Petrol,52.3,1.0,peugeot,28020511
Kona,2022,26495,Automatic,6213,Hybrid,55.4,1.6,hyundai,30293288
Fiesta,2019,10999,Manual,46727,Diesel,58.9,1.5,ford,30042330
A1,2020,18995,Manual,7155,Petrol,49.6,1.0,audi,30200400
CX-30,2020,22495,Manual,7396,Petrol,47.9,2.0,mazda,30524593
CX-5,2019,26495,Automatic,7719,Diesel,39.8,2.2,mazda,30515212
2008,2021,24995,Semi-Auto,7965,Petrol,48.7,1.2,peugeot,30552671
208,2019,12995,Manual,8091,Petrol,58.9,1.2,peugeot,30188951
Mazda3,2020,22495,Manual,8916,Petrol,45.6,2.0,mazda,30491026
C1,2021,11995,Manual,9678,Petrol,58.9,1.0,citroen,30343967
Arona,2021,17995,Manual,9941,Petrol,51.4,1.0,seat,29644862
ZS,2019,15495,Manual,9965,Petrol,47.1,1.5,mg,30200394
208,2019,11995,Manual,10126,Petrol,51.4,1.2,peugeot,29245124
CLA Class,2019,18599,Manual,36770,Petrol,51.4,1.6,mercedes-benz,30498559
Mii,2016,6599,Manual,44025,Petrol,62.8,1.0,seat,30498590
Corsa,2020,15995,Automatic,10791,Electric,0.0,0.0,vauxhall,30039703
Corsa,2021,14995,Manual,10920,Petrol,54.3,1.2,vauxhall,29275411
208,2018,9995,Manual,11629,Petrol,58.9,1.2,peugeot,30308561
Mokka X,2018,14995,Semi-Auto,11823,Petrol,43.5,1.4,vauxhall,30130703
Astra,2019,14995,Manual,11870,Petrol,47.9,1.4,vauxhall,30520024
3008,2021,24995,Semi-Auto,12172,Petrol,46.3,1.2,peugeot,30444382
Crossland X,2019,13495,Manual,12799,Petrol,47.1,1.2,vauxhall,30130698
3008,2021,22495,Manual,12882,Diesel,61.4,1.5,peugeot,30219849
Sportage,2021,21495,Manual,13009,Hybrid,47.9,1.6,kia,30271680
Focus,2021,20695,Manual,13068,Petrol,53.3,1.0,ford,29863764
4 Series,2017,18199,Semi-Auto,49985,Diesel,65.7,2.0,bmw,30251074
Captur,2016,9899,Manual,21824,Petrol,55.4,0.9,renault,30572063
Q2,2019,19995,Manual,13154,Petrol,47.1,1.0,audi,29911497
Mazda2,2022,18495,Manual,13195,Petrol,56.5,1.5,mazda,30491027
Taigo,2022,23995,Manual,13297,Petrol,51.4,1.0,volkswagen,30552673
C4,2021,18995,Manual,13500,Petrol,54.3,1.2,citroen,30349058
508,2019,20495,Semi-Auto,14220,Petrol,41.5,1.6,peugeot,30300718
Golf,2019,25995,Semi-Auto,14230,Petrol,37.7,2.0,volkswagen,30520026
208,2020,15995,Manual,14758,Petrol,53.3,1.2,peugeot,30039712
HS,2021,19995,Manual,15005,Petrol,38.2,1.5,mg,30438844
Q2,2018,15099,Manual,59931,Petrol,47.9,1.0,audi,30577471
Fiesta,2020,15995,Manual,15092,Petrol,57.7,1.0,ford,30188929
CX-30,2021,19995,Manual,15244,Petrol,47.9,2.0,mazda,30049118
CX-30,2021,19995,Manual,15264,Petrol,47.9,2.0,mazda,30049117
208,2019,11995,Manual,15305,Petrol,51.4,1.2,peugeot,30293415
Captur,2019,14495,Manual,15317,Petrol,52.3,0.9,renault,29839672
Kuga,2018,15995,Manual,15345,Petrol,45.6,1.5,ford,30444383
CX-30,2020,17495,Manual,15444,Petrol,45.6,2.0,mazda,30515210
308,2019,14995,Manual,15536,Petrol,48.7,1.2,peugeot,30176397
108,2019,9995,Manual,15695,Petrol,58.9,1.0,peugeot,29234153
Adam,2019,10995,Manual,15761,Petrol,44.8,1.2,vauxhall,30444380
MX-5,2015,15495,Manual,15883,Petrol,47.1,1.5,mazda,30317910
5008,2020,23995,Manual,16074,Petrol,47.1,1.2,peugeot,30278844
208,2019,12995,Manual,16136,Petrol,51.4,1.2,peugeot,30293290
Mazda2,2020,15995,Manual,16243,Petrol,53.3,1.5,mazda,30293386
1 Series,2018,14995,Manual,16682,Diesel,78.5,1.5,bmw,29984692
CX-5,2020,24995,Automatic,16760,Petrol,36.7,2.0,mazda,30245484
ZS,2021,17495,Manual,17030,Petrol,42.8,1.5,mg,30524703
1 Series,2021,24695,Manual,17038,Petrol,41.5,1.5,bmw,30248511
Stonic,2021,17995,Manual,17290,Hybrid,50.4,1.0,kia,30188954
308,2016,9995,Manual,17699,Petrol,70.6,1.2,peugeot,30532051
Aygo,2018,9699,Manual,23952,Petrol,56.5,1.0,toyota,30308249
Mazda3,2020,16995,Manual,17825,Petrol,51.4,2.0,mazda,30499633
3008,2021,28995,Semi-Auto,17989,Hybrid,166.2,1.6,peugeot,30475005
CX-30,2022,20495,Manual,18300,Petrol,47.9,2.0,mazda,29530004
208,2018,12495,Manual,18390,Petrol,61.4,1.2,peugeot,29911493
CX-3,2018,15995,Manual,18916,Petrol,42.8,2.0,mazda,30515211
Qashqai,2019,19995,Automatic,18992,Petrol,39.8,1.3,nissan,30567714
Fiesta,2019,13495,Manual,19092,Petrol,56.5,1.0,ford,30130697
CX-3,2019,16295,Manual,19096,Petrol,42.8,2.0,mazda,30491025
208,2020,18995,Semi-Auto,19197,Petrol,50.4,1.2,peugeot,30200398
2008,2019,13995,Manual,19368,Petrol,56.5,1.2,peugeot,30130693
Karoq,2018,17049,Manual,30421,Petrol,51.4,1.5,skoda,30219120
A Class,2016,17995,Semi-Auto,22135,Petrol,52.3,1.6,mercedes-benz,29966492
Tarraco,2021,22495,Manual,22333,Petrol,40.9,1.5,seat,30481350
Captur,2018,11995,Manual,24071,Petrol,55.4,0.9,renault,30343965
Corsa,2021,13995,Manual,24632,Petrol,53.3,1.2,vauxhall,30341343
3008,2019,19495,Manual,25042,Diesel,55.4,1.5,peugeot,30001067
C3,2020,11995,Manual,25136,Petrol,51.4,1.2,citroen,30438508
ZS,2020,15995,Manual,25237,Petrol,41.5,1.5,mg,30520506
Grandland X,2019,14995,Manual,25762,Petrol,44.1,1.2,vauxhall,30300113
A1,2018,13995,Manual,26026,Petrol,55.4,1.4,audi,30524704
Hatch,2018,12049,Manual,26767,Petrol,60.1,1.5,mini,30281304
Mazda2,2018,10995,Manual,26275,Petrol,49.6,1.5,mazda,30204163
Q3,2016,19199,Semi-Auto,45419,Petrol,40.4,2.0,audi,30577486
Arona,2019,12449,Manual,35856,Petrol,50.4,1.0,seat,30225466
208,2021,15495,Manual,26434,Petrol,56.5,1.2,peugeot,30289592
